Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,-9999,League,Foreign
587,José Luis García Vayá,ESP,MF,Levante,22,1998,29,23,2012,22.4,0,0,0,0,0,0,9,0,0.6,0.6,2.2,2.8,24.0,130.0,24.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,Matches,27dc1378,LaLiga,False
588,Jesus Vazquez,ESP,DF,Valencia,18,2003,15,8,813,9.0,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,26.0,21.0,38.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches,106c142c,LaLiga,False
589,Kevin Vázquez,ESP,DF,Celta Vigo,28,1993,17,16,1334,14.8,0,1,1,0,0,0,3,0,0.4,0.4,1.2,1.6,15.0,44.0,80.0,0.0,0.07,0.07,0.0,0.07,0.03,0.08,0.11,0.03,0.11,Matches,ee923664,LaLiga,False
590,Lucas Vázquez,ESP,DF,Real Madrid,30,1991,29,20,1833,20.4,3,0,3,3,0,0,3,0,2.2,2.2,2.5,4.7,58.0,108.0,156.0,0.15,0.0,0.15,0.15,0.15,0.11,0.12,0.23,0.11,0.23,Matches,fd51b456,LaLiga,False
591,Gabriel Veiga,ESP,MF,Celta Vigo,19,2002,7,0,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,5.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,35a6e5c7,LaLiga,False
592,Unai Vencedor Paris,ESP,MF,Athletic Club,20,2000,34,29,2383,26.5,0,0,0,0,0,0,4,0,0.9,0.9,0.7,1.6,16.0,180.0,20.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,Matches,4112ace5,LaLiga,False
593,Gonzalo Verdú,ESP,DF,Elche,32,1988,19,16,1397,15.5,0,0,0,0,0,0,11,0,0.1,0.1,0.0,0.1,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1c2c55fc,LaLiga,False
594,Mikel Vesga,ESP,MF,Athletic Club,28,1993,32,17,1358,15.1,2,0,2,2,0,0,7,2,1.0,1.0,0.9,1.9,16.0,95.0,15.0,0.13,0.0,0.13,0.13,0.13,0.07,0.06,0.13,0.07,0.13,Matches,b0fce72c,LaLiga,False
595,Rúben Vezo,POR,DF,Levante,27,1994,32,27,2420,26.9,0,0,0,0,0,0,4,0,0.6,0.6,0.5,1.1,21.0,87.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,c67cd65c,LaLiga,True
596,Aleix Vidal,ESP,DFMF,Espanyol,31,1989,31,21,1901,21.1,2,0,2,2,0,0,10,0,0.7,0.7,2.3,3.0,44.0,78.0,120.0,0.09,0.0,0.09,0.09,0.09,0.03,0.11,0.14,0.03,0.14,Matches,04965583,LaLiga,False
597,Nacho Vidal,ESP,DF,Osasuna,26,1995,35,33,2902,32.2,0,1,1,0,0,0,9,0,1.2,1.2,2.2,3.4,31.0,93.0,80.0,0.0,0.03,0.03,0.0,0.03,0.04,0.07,0.1,0.04,0.1,Matches,3a9c4b7b,LaLiga,False
598,Dídac Vilà,ESP,DFMF,Espanyol,32,1989,9,1,203,2.3,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,1.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,bad38a94,LaLiga,False
599,Tonny Vilhena,NED,MFFW,Espanyol,26,1995,17,13,928,10.3,1,1,2,1,0,0,4,0,0.8,0.8,0.9,1.8,17.0,29.0,60.0,0.1,0.1,0.19,0.1,0.19,0.08,0.09,0.17,0.08,0.17,Matches,c7069d87,LaLiga,True
600,Daniel Villahermosa,ESP,MF,Espanyol,20,2001,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,de903ae2,LaLiga,False
601,Asier Villalibre,ESP,FW,Athletic Club,23,1997,19,3,548,6.1,2,0,2,2,0,0,0,0,2.4,2.4,0.1,2.5,12.0,3.0,49.0,0.33,0.0,0.33,0.33,0.33,0.4,0.02,0.41,0.4,0.41,Matches,57be54ec,LaLiga,False
602,Gonzalo Villar,ESP,MF,Getafe,23,1998,10,2,298,3.3,0,1,1,0,0,0,0,0,0.4,0.4,0.3,0.7,7.0,14.0,5.0,0.0,0.3,0.3,0.0,0.3,0.12,0.11,0.23,0.12,0.23,Matches,bdc74a8f,LaLiga,False
603,Vitolo,ESP,MF,Getafe,31,1989,7,1,221,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,8.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.06,0.01,0.06,Matches,db750822,LaLiga,False
604,Daniel Vivian,ESP,DF,Athletic Club,22,1999,24,22,1986,22.1,2,1,3,2,0,0,2,0,1.3,1.3,0.5,1.8,3.0,56.0,2.0,0.09,0.05,0.14,0.09,0.14,0.06,0.02,0.08,0.06,0.08,Matches,ab7bf91d,LaLiga,False
605,Šime Vrsaljko,CRO,DF,Atlético Madrid,29,1992,21,10,914,10.2,1,2,3,1,0,0,4,0,1.3,1.3,0.5,1.7,27.0,45.0,39.0,0.1,0.2,0.3,0.1,0.3,0.12,0.05,0.17,0.12,0.17,Matches,46a8347f,LaLiga,True
606,Nikola Vukčević,MNE,MF,Levante,29,1991,6,0,118,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,4442fbcd,LaLiga,True
607,Daniel Wass,DEN,DFFW,Atlético Madrid,32,1989,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,d83bbc54,LaLiga,True
608,Daniel Wass,DEN,MF,Valencia,32,1989,19,19,1582,17.6,1,1,2,1,0,0,6,0,1.8,1.8,0.6,2.5,13.0,77.0,22.0,0.06,0.06,0.11,0.06,0.11,0.1,0.04,0.14,0.1,0.14,Matches,d83bbc54,LaLiga,True
609,Iñaki Williams,GHA,FW,Athletic Club,27,1994,38,32,2777,30.9,8,5,13,7,1,1,4,0,14.1,13.3,5.7,19.0,76.0,45.0,316.0,0.26,0.16,0.42,0.23,0.39,0.46,0.18,0.64,0.43,0.61,Matches,6a99e0b1,LaLiga,True
610,Nico Williams,ESP,MF,Athletic Club,19,2002,34,11,1337,14.9,0,0,0,0,0,0,4,0,2.6,2.6,1.5,4.1,82.0,27.0,147.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,0.27,0.17,0.27,Matches,afdc14d7,LaLiga,False
611,Okay Yokuşlu,TUR,DFMF,Getafe,27,1994,11,5,465,5.2,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,e49ce451,LaLiga,True
612,Okay Yokuşlu,TUR,DFMF,Celta Vigo,27,1994,8,1,140,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,e49ce451,LaLiga,True
613,Joseba Zaldúa,ESP,DF,Real Sociedad,29,1992,24,14,1172,13.0,0,0,0,0,0,0,6,0,0.1,0.1,0.2,0.3,17.0,37.0,57.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02,Matches,5ca20b7a,LaLiga,False
614,Oier Zarraga,ESP,MF,Athletic Club,22,1999,31,8,1166,13.0,1,0,1,0,1,1,5,0,1.3,0.5,0.2,0.7,24.0,74.0,37.0,0.08,0.0,0.08,0.0,0.0,0.1,0.01,0.12,0.04,0.05,Matches,968a1c2f,LaLiga,False
615,Luca Zidane,FRA,GK,Rayo Vallecano,23,1998,8,8,645,7.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,c818c4d9,LaLiga,True
616,Igor Zubeldia,ESP,DF,Real Sociedad,24,1997,26,19,1648,18.3,0,1,1,0,0,0,7,0,0.6,0.6,1.0,1.6,8.0,63.0,3.0,0.0,0.05,0.05,0.0,0.05,0.03,0.05,0.09,0.03,0.09,Matches,5c7845f6,LaLiga,False
617,Martín Zubimendi,ESP,MF,Real Sociedad,22,1999,36,26,2591,28.8,2,1,3,2,0,0,4,0,2.2,2.2,0.6,2.8,24.0,129.0,23.0,0.07,0.03,0.1,0.07,0.1,0.08,0.02,0.1,0.08,0.1,Matches,3ee0dd59,LaLiga,False
